source_path,relative_path,file_name,extension,dataset_group,class_label,specimen,sample_id,marker,dilution,magnification,image_index,replicate_or_position,parse_confidence,parsed_pattern,recommended_split_group,recommended_train_path,size_mb,modified_time,notes
E:\data\sy2part123\肝SK类原位IKZF1序号3X20_17.tif,sy2part123\肝SK类原位IKZF1序号3X20_17.tif,肝SK类原位IKZF1序号3X20_17.tif,.tif,sy2part123,肝SK类原位__IKZF1__序号3__20x,肝SK类原位,序号3,IKZF1,,20x,17,17,high,sy2_specimen_marker_sequence_magnification,肝SK类原位,dataset_by_class\肝SK类原位__IKZF1__序号3__20x\肝SK类原位IKZF1序号3X20_17.tif,25.42,2026-03-28T07:44:46.000Z,
E:\data\sy2part123\肝SK类原位IKZF1序号3X20_18.tif,sy2part123\肝SK类原位IKZF1序号3X20_18.tif,肝SK类原位IKZF1序号3X20_18.tif,.tif,sy2part123,肝SK类原位__IKZF1__序号3__20x,肝SK类原位,序号3,IKZF1,,20x,18,18,high,sy2_specimen_marker_sequence_magnification,肝SK类原位,dataset_by_class\肝SK类原位__IKZF1__序号3__20x\肝SK类原位IKZF1序号3X20_18.tif,26.25,2026-03-28T07:44:58.000Z,
E:\data\sy2part123\肝SK类原位IKZF1序号3X20_19.tif,sy2part123\肝SK类原位IKZF1序号3X20_19.tif,肝SK类原位IKZF1序号3X20_19.tif,.tif,sy2part123,肝SK类原位__IKZF1__序号3__20x,肝SK类原位,序号3,IKZF1,,20x,19,19,high,sy2_specimen_marker_sequence_magnification,肝SK类原位,dataset_by_class\肝SK类原位__IKZF1__序号3__20x\肝SK类原位IKZF1序号3X20_19.tif,24.97,2026-03-28T07:45:10.000Z,
E:\data\sy2part123\肝SK类原位IKZF1序号3X20_2.tif,sy2part123\肝SK类原位IKZF1序号3X20_2.tif,肝SK类原位IKZF1序号3X20_2.tif,.tif,sy2part123,肝SK类原位__IKZF1__序号3__20x,肝SK类原位,序号3,IKZF1,,20x,2,2,high,sy2_specimen_marker_sequence_magnification,肝SK类原位,dataset_by_class\肝SK类原位__IKZF1__序号3__20x\肝SK类原位IKZF1序号3X20_2.tif,25.18,2026-03-28T07:42:00.000Z,
E:\data\sy2part123\肝SK类原位IKZF1序号3X20_20.tif,sy2part123\肝SK类原位IKZF1序号3X20_20.tif,肝SK类原位IKZF1序号3X20_20.tif,.tif,sy2part123,肝SK类原位__IKZF1__序号3__20x,肝SK类原位,序号3,IKZF1,,20x,20,20,high,sy2_specimen_marker_sequence_magnification,肝SK类原位,dataset_by_class\肝SK类原位__IKZF1__序号3__20x\肝SK类原位IKZF1序号3X20_20.tif,24,2026-03-28T07:45:20.000Z,
E:\data\sy2part123\肝SK类原位IKZF1序号3X20_3.tif,sy2part123\肝SK类原位IKZF1序号3X20_3.tif,肝SK类原位IKZF1序号3X20_3.tif,.tif,sy2part123,肝SK类原位__IKZF1__序号3__20x,肝SK类原位,序号3,IKZF1,,20x,3,3,high,sy2_specimen_marker_sequence_magnification,肝SK类原位,dataset_by_class\肝SK类原位__IKZF1__序号3__20x\肝SK类原位IKZF1序号3X20_3.tif,24.36,2026-03-28T07:42:12.000Z,
E:\data\sy2part123\肝SK类原位IKZF1序号3X20_4.tif,sy2part123\肝SK类原位IKZF1序号3X20_4.tif,肝SK类原位IKZF1序号3X20_4.tif,.tif,sy2part123,肝SK类原位__IKZF1__序号3__20x,肝SK类原位,序号3,IKZF1,,20x,4,4,high,sy2_specimen_marker_sequence_magnification,肝SK类原位,dataset_by_class\肝SK类原位__IKZF1__序号3__20x\肝SK类原位IKZF1序号3X20_4.tif,23.16,2026-03-28T07:42:30.000Z,
E:\data\sy2part123\肝SK类原位IKZF1序号3X20_5.tif,sy2part123\肝SK类原位IKZF1序号3X20_5.tif,肝SK类原位IKZF1序号3X20_5.tif,.tif,sy2part123,肝SK类原位__IKZF1__序号3__20x,肝SK类原位,序号3,IKZF1,,20x,5,5,high,sy2_specimen_marker_sequence_magnification,肝SK类原位,dataset_by_class\肝SK类原位__IKZF1__序号3__20x\肝SK类原位IKZF1序号3X20_5.tif,23.41,2026-03-28T07:42:40.000Z,
E:\data\sy2part123\肝SK类原位IKZF1序号3X20_6.tif,sy2part123\肝SK类原位IKZF1序号3X20_6.tif,肝SK类原位IKZF1序号3X20_6.tif,.tif,sy2part123,肝SK类原位__IKZF1__序号3__20x,肝SK类原位,序号3,IKZF1,,20x,6,6,high,sy2_specimen_marker_sequence_magnification,肝SK类原位,dataset_by_class\肝SK类原位__IKZF1__序号3__20x\肝SK类原位IKZF1序号3X20_6.tif,24.23,2026-03-28T07:42:50.000Z,
E:\data\sy2part123\肝SK类原位IKZF1序号3X20_7.tif,sy2part123\肝SK类原位IKZF1序号3X20_7.tif,肝SK类原位IKZF1序号3X20_7.tif,.tif,sy2part123,肝SK类原位__IKZF1__序号3__20x,肝SK类原位,序号3,IKZF1,,20x,7,7,high,sy2_specimen_marker_sequence_magnification,肝SK类原位,dataset_by_class\肝SK类原位__IKZF1__序号3__20x\肝SK类原位IKZF1序号3X20_7.tif,26.85,2026-03-28T07:43:00.000Z,
E:\data\sy2part123\肝SK类原位IKZF1序号3X20_8.tif,sy2part123\肝SK类原位IKZF1序号3X20_8.tif,肝SK类原位IKZF1序号3X20_8.tif,.tif,sy2part123,肝SK类原位__IKZF1__序号3__20x,肝SK类原位,序号3,IKZF1,,20x,8,8,high,sy2_specimen_marker_sequence_magnification,肝SK类原位,dataset_by_class\肝SK类原位__IKZF1__序号3__20x\肝SK类原位IKZF1序号3X20_8.tif,24.23,2026-03-28T07:43:14.000Z,
E:\data\sy2part123\肝SK类原位IKZF1序号3X20_9.tif,sy2part123\肝SK类原位IKZF1序号3X20_9.tif,肝SK类原位IKZF1序号3X20_9.tif,.tif,sy2part123,肝SK类原位__IKZF1__序号3__20x,肝SK类原位,序号3,IKZF1,,20x,9,9,high,sy2_specimen_marker_sequence_magnification,肝SK类原位,dataset_by_class\肝SK类原位__IKZF1__序号3__20x\肝SK类原位IKZF1序号3X20_9.tif,24.84,2026-03-28T07:43:22.000Z,
E:\data\sy2part123\肝SK类原位MPA_P4序号2X20_1.tif,sy2part123\肝SK类原位MPA_P4序号2X20_1.tif,肝SK类原位MPA_P4序号2X20_1.tif,.tif,sy2part123,肝SK类原位__MPA_P4__序号2__20x,肝SK类原位,序号2,MPA_P4,,20x,1,1,high,sy2_specimen_marker_sequence_magnification,肝SK类原位,dataset_by_class\肝SK类原位__MPA_P4__序号2__20x\肝SK类原位MPA_P4序号2X20_1.tif,26.57,2026-03-28T07:02:46.000Z,
E:\data\sy2part123\肝SK类原位MPA_P4序号2X20_10.tif,sy2part123\肝SK类原位MPA_P4序号2X20_10.tif,肝SK类原位MPA_P4序号2X20_10.tif,.tif,sy2part123,肝SK类原位__MPA_P4__序号2__20x,肝SK类原位,序号2,MPA_P4,,20x,10,10,high,sy2_specimen_marker_sequence_magnification,肝SK类原位,dataset_by_class\肝SK类原位__MPA_P4__序号2__20x\肝SK类原位MPA_P4序号2X20_10.tif,25.33,2026-03-28T07:06:26.000Z,
E:\data\sy2part123\肝SK类原位MPA_P4序号2X20_11.tif,sy2part123\肝SK类原位MPA_P4序号2X20_11.tif,肝SK类原位MPA_P4序号2X20_11.tif,.tif,sy2part123,肝SK类原位__MPA_P4__序号2__20x,肝SK类原位,序号2,MPA_P4,,20x,11,11,high,sy2_specimen_marker_sequence_magnification,肝SK类原位,dataset_by_class\肝SK类原位__MPA_P4__序号2__20x\肝SK类原位MPA_P4序号2X20_11.tif,25.51,2026-03-28T07:07:04.000Z,
E:\data\sy2part123\肝SK类原位MPA_P4序号2X20_12.tif,sy2part123\肝SK类原位MPA_P4序号2X20_12.tif,肝SK类原位MPA_P4序号2X20_12.tif,.tif,sy2part123,肝SK类原位__MPA_P4__序号2__20x,肝SK类原位,序号2,MPA_P4,,20x,12,12,high,sy2_specimen_marker_sequence_magnification,肝SK类原位,dataset_by_class\肝SK类原位__MPA_P4__序号2__20x\肝SK类原位MPA_P4序号2X20_12.tif,25.33,2026-03-28T07:07:40.000Z,
E:\data\sy2part123\肝SK类原位MPA_P4序号2X20_13.tif,sy2part123\肝SK类原位MPA_P4序号2X20_13.tif,肝SK类原位MPA_P4序号2X20_13.tif,.tif,sy2part123,肝SK类原位__MPA_P4__序号2__20x,肝SK类原位,序号2,MPA_P4,,20x,13,13,high,sy2_specimen_marker_sequence_magnification,肝SK类原位,dataset_by_class\肝SK类原位__MPA_P4__序号2__20x\肝SK类原位MPA_P4序号2X20_13.tif,26.52,2026-03-28T07:07:54.000Z,
E:\data\sy2part123\肝SK类原位MPA_P4序号2X20_14.tif,sy2part123\肝SK类原位MPA_P4序号2X20_14.tif,肝SK类原位MPA_P4序号2X20_14.tif,.tif,sy2part123,肝SK类原位__MPA_P4__序号2__20x,肝SK类原位,序号2,MPA_P4,,20x,14,14,high,sy2_specimen_marker_sequence_magnification,肝SK类原位,dataset_by_class\肝SK类原位__MPA_P4__序号2__20x\肝SK类原位MPA_P4序号2X20_14.tif,26.72,2026-03-28T07:08:08.000Z,
E:\data\sy2part123\肝SK类原位MPA_P4序号2X20_15.tif,sy2part123\肝SK类原位MPA_P4序号2X20_15.tif,肝SK类原位MPA_P4序号2X20_15.tif,.tif,sy2part123,肝SK类原位__MPA_P4__序号2__20x,肝SK类原位,序号2,MPA_P4,,20x,15,15,high,sy2_specimen_marker_sequence_magnification,肝SK类原位,dataset_by_class\肝SK类原位__MPA_P4__序号2__20x\肝SK类原位MPA_P4序号2X20_15.tif,26.27,2026-03-28T07:08:30.000Z,
E:\data\sy2part123\肝SK类原位MPA_P4序号2X20_16.tif,sy2part123\肝SK类原位MPA_P4序号2X20_16.tif,肝SK类原位MPA_P4序号2X20_16.tif,.tif,sy2part123,肝SK类原位__MPA_P4__序号2__20x,肝SK类原位,序号2,MPA_P4,,20x,16,16,high,sy2_specimen_marker_sequence_magnification,肝SK类原位,dataset_by_class\肝SK类原位__MPA_P4__序号2__20x\肝SK类原位MPA_P4序号2X20_16.tif,25.67,2026-03-28T07:08:54.000Z,
E:\data\sy2part123\肝SK类原位MPA_P4序号2X20_17.tif,sy2part123\肝SK类原位MPA_P4序号2X20_17.tif,肝SK类原位MPA_P4序号2X20_17.tif,.tif,sy2part123,肝SK类原位__MPA_P4__序号2__20x,肝SK类原位,序号2,MPA_P4,,20x,17,17,high,sy2_specimen_marker_sequence_magnification,肝SK类原位,dataset_by_class\肝SK类原位__MPA_P4__序号2__20x\肝SK类原位MPA_P4序号2X20_17.tif,24.55,2026-03-28T07:09:10.000Z,
E:\data\sy2part123\肝SK类原位MPA_P4序号2X20_18.tif,sy2part123\肝SK类原位MPA_P4序号2X20_18.tif,肝SK类原位MPA_P4序号2X20_18.tif,.tif,sy2part123,肝SK类原位__MPA_P4__序号2__20x,肝SK类原位,序号2,MPA_P4,,20x,18,18,high,sy2_specimen_marker_sequence_magnification,肝SK类原位,dataset_by_class\肝SK类原位__MPA_P4__序号2__20x\肝SK类原位MPA_P4序号2X20_18.tif,26.26,2026-03-28T07:09:32.000Z,
E:\data\sy2part123\肝SK类原位MPA_P4序号2X20_19.tif,sy2part123\肝SK类原位MPA_P4序号2X20_19.tif,肝SK类原位MPA_P4序号2X20_19.tif,.tif,sy2part123,肝SK类原位__MPA_P4__序号2__20x,肝SK类原位,序号2,MPA_P4,,20x,19,19,high,sy2_specimen_marker_sequence_magnification,肝SK类原位,dataset_by_class\肝SK类原位__MPA_P4__序号2__20x\肝SK类原位MPA_P4序号2X20_19.tif,27.73,2026-03-28T07:09:48.000Z,
E:\data\sy2part123\肝SK类原位MPA_P4序号2X20_2.tif,sy2part123\肝SK类原位MPA_P4序号2X20_2.tif,肝SK类原位MPA_P4序号2X20_2.tif,.tif,sy2part123,肝SK类原位__MPA_P4__序号2__20x,肝SK类原位,序号2,MPA_P4,,20x,2,2,high,sy2_specimen_marker_sequence_magnification,肝SK类原位,dataset_by_class\肝SK类原位__MPA_P4__序号2__20x\肝SK类原位MPA_P4序号2X20_2.tif,26.33,2026-03-28T07:03:06.000Z,
E:\data\sy2part123\肝SK类原位MPA_P4序号2X20_20.tif,sy2part123\肝SK类原位MPA_P4序号2X20_20.tif,肝SK类原位MPA_P4序号2X20_20.tif,.tif,sy2part123,肝SK类原位__MPA_P4__序号2__20x,肝SK类原位,序号2,MPA_P4,,20x,20,20,high,sy2_specimen_marker_sequence_magnification,肝SK类原位,dataset_by_class\肝SK类原位__MPA_P4__序号2__20x\肝SK类原位MPA_P4序号2X20_20.tif,26.76,2026-03-28T07:10:12.000Z,
E:\data\sy2part123\肝SK类原位MPA_P4序号2X20_3.tif,sy2part123\肝SK类原位MPA_P4序号2X20_3.tif,肝SK类原位MPA_P4序号2X20_3.tif,.tif,sy2part123,肝SK类原位__MPA_P4__序号2__20x,肝SK类原位,序号2,MPA_P4,,20x,3,3,high,sy2_specimen_marker_sequence_magnification,肝SK类原位,dataset_by_class\肝SK类原位__MPA_P4__序号2__20x\肝SK类原位MPA_P4序号2X20_3.tif,25.37,2026-03-28T07:03:28.000Z,
E:\data\sy2part123\肝SK类原位MPA_P4序号2X20_4.tif,sy2part123\肝SK类原位MPA_P4序号2X20_4.tif,肝SK类原位MPA_P4序号2X20_4.tif,.tif,sy2part123,肝SK类原位__MPA_P4__序号2__20x,肝SK类原位,序号2,MPA_P4,,20x,4,4,high,sy2_specimen_marker_sequence_magnification,肝SK类原位,dataset_by_class\肝SK类原位__MPA_P4__序号2__20x\肝SK类原位MPA_P4序号2X20_4.tif,25.75,2026-03-28T07:04:00.000Z,
E:\data\sy2part123\肝SK类原位MPA_P4序号2X20_5.tif,sy2part123\肝SK类原位MPA_P4序号2X20_5.tif,肝SK类原位MPA_P4序号2X20_5.tif,.tif,sy2part123,肝SK类原位__MPA_P4__序号2__20x,肝SK类原位,序号2,MPA_P4,,20x,5,5,high,sy2_specimen_marker_sequence_magnification,肝SK类原位,dataset_by_class\肝SK类原位__MPA_P4__序号2__20x\肝SK类原位MPA_P4序号2X20_5.tif,25.49,2026-03-28T07:04:30.000Z,
E:\data\sy2part123\肝SK类原位MPA_P4序号2X20_6.tif,sy2part123\肝SK类原位MPA_P4序号2X20_6.tif,肝SK类原位MPA_P4序号2X20_6.tif,.tif,sy2part123,肝SK类原位__MPA_P4__序号2__20x,肝SK类原位,序号2,MPA_P4,,20x,6,6,high,sy2_specimen_marker_sequence_magnification,肝SK类原位,dataset_by_class\肝SK类原位__MPA_P4__序号2__20x\肝SK类原位MPA_P4序号2X20_6.tif,25.51,2026-03-28T07:04:56.000Z,
E:\data\sy2part123\肝SK类原位MPA_P4序号2X20_7.tif,sy2part123\肝SK类原位MPA_P4序号2X20_7.tif,肝SK类原位MPA_P4序号2X20_7.tif,.tif,sy2part123,肝SK类原位__MPA_P4__序号2__20x,肝SK类原位,序号2,MPA_P4,,20x,7,7,high,sy2_specimen_marker_sequence_magnification,肝SK类原位,dataset_by_class\肝SK类原位__MPA_P4__序号2__20x\肝SK类原位MPA_P4序号2X20_7.tif,24.52,2026-03-28T07:05:20.000Z,
E:\data\sy2part123\肝SK类原位MPA_P4序号2X20_8.tif,sy2part123\肝SK类原位MPA_P4序号2X20_8.tif,肝SK类原位MPA_P4序号2X20_8.tif,.tif,sy2part123,肝SK类原位__MPA_P4__序号2__20x,肝SK类原位,序号2,MPA_P4,,20x,8,8,high,sy2_specimen_marker_sequence_magnification,肝SK类原位,dataset_by_class\肝SK类原位__MPA_P4__序号2__20x\肝SK类原位MPA_P4序号2X20_8.tif,25.27,2026-03-28T07:05:38.000Z,
E:\data\sy2part123\肝SK类原位MPA_P4序号2X20_9.tif,sy2part123\肝SK类原位MPA_P4序号2X20_9.tif,肝SK类原位MPA_P4序号2X20_9.tif,.tif,sy2part123,肝SK类原位__MPA_P4__序号2__20x,肝SK类原位,序号2,MPA_P4,,20x,9,9,high,sy2_specimen_marker_sequence_magnification,肝SK类原位,dataset_by_class\肝SK类原位__MPA_P4__序号2__20x\肝SK类原位MPA_P4序号2X20_9.tif,26.61,2026-03-28T07:06:08.000Z,
E:\data\sy2part123\肝SK类原位MPAP4序号3X20_1.tif,sy2part123\肝SK类原位MPAP4序号3X20_1.tif,肝SK类原位MPAP4序号3X20_1.tif,.tif,sy2part123,肝SK类原位__MPA_P4__序号3__20x,肝SK类原位,序号3,MPA_P4,,20x,1,1,high,sy2_specimen_marker_sequence_magnification,肝SK类原位,dataset_by_class\肝SK类原位__MPA_P4__序号3__20x\肝SK类原位MPAP4序号3X20_1.tif,26.25,2026-03-28T07:47:08.000Z,
E:\data\sy2part123\肝SK类原位MPAP4序号3X20_10.tif,sy2part123\肝SK类原位MPAP4序号3X20_10.tif,肝SK类原位MPAP4序号3X20_10.tif,.tif,sy2part123,肝SK类原位__MPA_P4__序号3__20x,肝SK类原位,序号3,MPA_P4,,20x,10,10,high,sy2_specimen_marker_sequence_magnification,肝SK类原位,dataset_by_class\肝SK类原位__MPA_P4__序号3__20x\肝SK类原位MPAP4序号3X20_10.tif,25.35,2026-03-28T07:48:48.000Z,
E:\data\sy2part123\肝SK类原位MPAP4序号3X20_11.tif,sy2part123\肝SK类原位MPAP4序号3X20_11.tif,肝SK类原位MPAP4序号3X20_11.tif,.tif,sy2part123,肝SK类原位__MPA_P4__序号3__20x,肝SK类原位,序号3,MPA_P4,,20x,11,11,high,sy2_specimen_marker_sequence_magnification,肝SK类原位,dataset_by_class\肝SK类原位__MPA_P4__序号3__20x\肝SK类原位MPAP4序号3X20_11.tif,26.51,2026-03-28T07:49:10.000Z,
E:\data\sy2part123\肝SK类原位MPAP4序号3X20_12.tif,sy2part123\肝SK类原位MPAP4序号3X20_12.tif,肝SK类原位MPAP4序号3X20_12.tif,.tif,sy2part123,肝SK类原位__MPA_P4__序号3__20x,肝SK类原位,序号3,MPA_P4,,20x,12,12,high,sy2_specimen_marker_sequence_magnification,肝SK类原位,dataset_by_class\肝SK类原位__MPA_P4__序号3__20x\肝SK类原位MPAP4序号3X20_12.tif,25.97,2026-03-28T07:49:20.000Z,
E:\data\sy2part123\肝SK类原位MPAP4序号3X20_13.tif,sy2part123\肝SK类原位MPAP4序号3X20_13.tif,肝SK类原位MPAP4序号3X20_13.tif,.tif,sy2part123,肝SK类原位__MPA_P4__序号3__20x,肝SK类原位,序号3,MPA_P4,,20x,13,13,high,sy2_specimen_marker_sequence_magnification,肝SK类原位,dataset_by_class\肝SK类原位__MPA_P4__序号3__20x\肝SK类原位MPAP4序号3X20_13.tif,25.82,2026-03-28T07:49:30.000Z,
E:\data\sy2part123\肝SK类原位MPAP4序号3X20_14.tif,sy2part123\肝SK类原位MPAP4序号3X20_14.tif,肝SK类原位MPAP4序号3X20_14.tif,.tif,sy2part123,肝SK类原位__MPA_P4__序号3__20x,肝SK类原位,序号3,MPA_P4,,20x,14,14,high,sy2_specimen_marker_sequence_magnification,肝SK类原位,dataset_by_class\肝SK类原位__MPA_P4__序号3__20x\肝SK类原位MPAP4序号3X20_14.tif,24.86,2026-03-28T07:49:40.000Z,
E:\data\sy2part123\肝SK类原位MPAP4序号3X20_15.tif,sy2part123\肝SK类原位MPAP4序号3X20_15.tif,肝SK类原位MPAP4序号3X20_15.tif,.tif,sy2part123,肝SK类原位__MPA_P4__序号3__20x,肝SK类原位,序号3,MPA_P4,,20x,15,15,high,sy2_specimen_marker_sequence_magnification,肝SK类原位,dataset_by_class\肝SK类原位__MPA_P4__序号3__20x\肝SK类原位MPAP4序号3X20_15.tif,26.04,2026-03-28T07:49:50.000Z,
E:\data\sy2part123\肝SK类原位MPAP4序号3X20_16.tif,sy2part123\肝SK类原位MPAP4序号3X20_16.tif,肝SK类原位MPAP4序号3X20_16.tif,.tif,sy2part123,肝SK类原位__MPA_P4__序号3__20x,肝SK类原位,序号3,MPA_P4,,20x,16,16,high,sy2_specimen_marker_sequence_magnification,肝SK类原位,dataset_by_class\肝SK类原位__MPA_P4__序号3__20x\肝SK类原位MPAP4序号3X20_16.tif,25.91,2026-03-28T07:49:58.000Z,
E:\data\sy2part123\肝SK类原位MPAP4序号3X20_17.tif,sy2part123\肝SK类原位MPAP4序号3X20_17.tif,肝SK类原位MPAP4序号3X20_17.tif,.tif,sy2part123,肝SK类原位__MPA_P4__序号3__20x,肝SK类原位,序号3,MPA_P4,,20x,17,17,high,sy2_specimen_marker_sequence_magnification,肝SK类原位,dataset_by_class\肝SK类原位__MPA_P4__序号3__20x\肝SK类原位MPAP4序号3X20_17.tif,26.39,2026-03-28T07:50:08.000Z,
E:\data\sy2part123\肝SK类原位MPAP4序号3X20_18.tif,sy2part123\肝SK类原位MPAP4序号3X20_18.tif,肝SK类原位MPAP4序号3X20_18.tif,.tif,sy2part123,肝SK类原位__MPA_P4__序号3__20x,肝SK类原位,序号3,MPA_P4,,20x,18,18,high,sy2_specimen_marker_sequence_magnification,肝SK类原位,dataset_by_class\肝SK类原位__MPA_P4__序号3__20x\肝SK类原位MPAP4序号3X20_18.tif,27.13,2026-03-28T07:50:18.000Z,
E:\data\sy2part123\肝SK类原位MPAP4序号3X20_19.tif,sy2part123\肝SK类原位MPAP4序号3X20_19.tif,肝SK类原位MPAP4序号3X20_19.tif,.tif,sy2part123,肝SK类原位__MPA_P4__序号3__20x,肝SK类原位,序号3,MPA_P4,,20x,19,19,high,sy2_specimen_marker_sequence_magnification,肝SK类原位,dataset_by_class\肝SK类原位__MPA_P4__序号3__20x\肝SK类原位MPAP4序号3X20_19.tif,27.03,2026-03-28T07:50:30.000Z,
E:\data\sy2part123\肝SK类原位MPAP4序号3X20_2.tif,sy2part123\肝SK类原位MPAP4序号3X20_2.tif,肝SK类原位MPAP4序号3X20_2.tif,.tif,sy2part123,肝SK类原位__MPA_P4__序号3__20x,肝SK类原位,序号3,MPA_P4,,20x,2,2,high,sy2_specimen_marker_sequence_magnification,肝SK类原位,dataset_by_class\肝SK类原位__MPA_P4__序号3__20x\肝SK类原位MPAP4序号3X20_2.tif,26.95,2026-03-28T07:47:18.000Z,
E:\data\sy2part123\肝SK类原位MPAP4序号3X20_20.tif,sy2part123\肝SK类原位MPAP4序号3X20_20.tif,肝SK类原位MPAP4序号3X20_20.tif,.tif,sy2part123,肝SK类原位__MPA_P4__序号3__20x,肝SK类原位,序号3,MPA_P4,,20x,20,20,high,sy2_specimen_marker_sequence_magnification,肝SK类原位,dataset_by_class\肝SK类原位__MPA_P4__序号3__20x\肝SK类原位MPAP4序号3X20_20.tif,26.24,2026-03-28T07:50:40.000Z,
E:\data\sy2part123\肝SK类原位MPAP4序号3X20_34.tif,sy2part123\肝SK类原位MPAP4序号3X20_34.tif,肝SK类原位MPAP4序号3X20_34.tif,.tif,sy2part123,肝SK类原位__MPA_P4__序号3__20x,肝SK类原位,序号3,MPA_P4,,20x,34,34,high,sy2_specimen_marker_sequence_magnification,肝SK类原位,dataset_by_class\肝SK类原位__MPA_P4__序号3__20x\肝SK类原位MPAP4序号3X20_34.tif,27.18,2026-03-28T07:47:28.000Z,
E:\data\sy2part123\肝SK类原位MPAP4序号3X20_4.tif,sy2part123\肝SK类原位MPAP4序号3X20_4.tif,肝SK类原位MPAP4序号3X20_4.tif,.tif,sy2part123,肝SK类原位__MPA_P4__序号3__20x,肝SK类原位,序号3,MPA_P4,,20x,4,4,high,sy2_specimen_marker_sequence_magnification,肝SK类原位,dataset_by_class\肝SK类原位__MPA_P4__序号3__20x\肝SK类原位MPAP4序号3X20_4.tif,26.84,2026-03-28T07:47:38.000Z,
E:\data\sy2part123\肝SK类原位MPAP4序号3X20_5.tif,sy2part123\肝SK类原位MPAP4序号3X20_5.tif,肝SK类原位MPAP4序号3X20_5.tif,.tif,sy2part123,肝SK类原位__MPA_P4__序号3__20x,肝SK类原位,序号3,MPA_P4,,20x,5,5,high,sy2_specimen_marker_sequence_magnification,肝SK类原位,dataset_by_class\肝SK类原位__MPA_P4__序号3__20x\肝SK类原位MPAP4序号3X20_5.tif,27.28,2026-03-28T07:47:46.000Z,
E:\data\sy2part123\肝SK类原位MPAP4序号3X20_6.tif,sy2part123\肝SK类原位MPAP4序号3X20_6.tif,肝SK类原位MPAP4序号3X20_6.tif,.tif,sy2part123,肝SK类原位__MPA_P4__序号3__20x,肝SK类原位,序号3,MPA_P4,,20x,6,6,high,sy2_specimen_marker_sequence_magnification,肝SK类原位,dataset_by_class\肝SK类原位__MPA_P4__序号3__20x\肝SK类原位MPAP4序号3X20_6.tif,27.68,2026-03-28T07:48:02.000Z,
E:\data\sy2part123\肝SK类原位MPAP4序号3X20_7.tif,sy2part123\肝SK类原位MPAP4序号3X20_7.tif,肝SK类原位MPAP4序号3X20_7.tif,.tif,sy2part123,肝SK类原位__MPA_P4__序号3__20x,肝SK类原位,序号3,MPA_P4,,20x,7,7,high,sy2_specimen_marker_sequence_magnification,肝SK类原位,dataset_by_class\肝SK类原位__MPA_P4__序号3__20x\肝SK类原位MPAP4序号3X20_7.tif,26.82,2026-03-28T07:48:10.000Z,
E:\data\sy2part123\肝SK类原位MPAP4序号3X20_8.tif,sy2part123\肝SK类原位MPAP4序号3X20_8.tif,肝SK类原位MPAP4序号3X20_8.tif,.tif,sy2part123,肝SK类原位__MPA_P4__序号3__20x,肝SK类原位,序号3,MPA_P4,,20x,8,8,high,sy2_specimen_marker_sequence_magnification,肝SK类原位,dataset_by_class\肝SK类原位__MPA_P4__序号3__20x\肝SK类原位MPAP4序号3X20_8.tif,26.61,2026-03-28T07:48:22.000Z,
E:\data\sy2part123\肝SK类原位MPAP4序号3X20_9.tif,sy2part123\肝SK类原位MPAP4序号3X20_9.tif,肝SK类原位MPAP4序号3X20_9.tif,.tif,sy2part123,肝SK类原位__MPA_P4__序号3__20x,肝SK类原位,序号3,MPA_P4,,20x,9,9,high,sy2_specimen_marker_sequence_magnification,肝SK类原位,dataset_by_class\肝SK类原位__MPA_P4__序号3__20x\肝SK类原位MPAP4序号3X20_9.tif,26.34,2026-03-28T07:48:30.000Z,
E:\data\sy2part123\肿瘤SK类皮下IKZF1序号2X20_1.tif,sy2part123\肿瘤SK类皮下IKZF1序号2X20_1.tif,肿瘤SK类皮下IKZF1序号2X20_1.tif,.tif,sy2part123,肿瘤SK类皮下__IKZF1__序号2__20x,肿瘤SK类皮下,序号2,IKZF1,,20x,1,1,high,sy2_specimen_marker_sequence_magnification,肿瘤SK类皮下,dataset_by_class\肿瘤SK类皮下__IKZF1__序号2__20x\肿瘤SK类皮下IKZF1序号2X20_1.tif,26.74,2026-03-28T07:20:18.000Z,
E:\data\sy2part123\肿瘤SK类皮下IKZF1序号2X20_10.tif,sy2part123\肿瘤SK类皮下IKZF1序号2X20_10.tif,肿瘤SK类皮下IKZF1序号2X20_10.tif,.tif,sy2part123,肿瘤SK类皮下__IKZF1__序号2__20x,肿瘤SK类皮下,序号2,IKZF1,,20x,10,10,high,sy2_specimen_marker_sequence_magnification,肿瘤SK类皮下,dataset_by_class\肿瘤SK类皮下__IKZF1__序号2__20x\肿瘤SK类皮下IKZF1序号2X20_10.tif,26.12,2026-03-28T07:22:06.000Z,
E:\data\sy2part123\肿瘤SK类皮下IKZF1序号2X20_11.tif,sy2part123\肿瘤SK类皮下IKZF1序号2X20_11.tif,肿瘤SK类皮下IKZF1序号2X20_11.tif,.tif,sy2part123,肿瘤SK类皮下__IKZF1__序号2__20x,肿瘤SK类皮下,序号2,IKZF1,,20x,11,11,high,sy2_specimen_marker_sequence_magnification,肿瘤SK类皮下,dataset_by_class\肿瘤SK类皮下__IKZF1__序号2__20x\肿瘤SK类皮下IKZF1序号2X20_11.tif,26.76,2026-03-28T07:22:26.000Z,
